,Traffic Safety Facts 1995,Traffic Safety Facts 1995
U.S. Department of Transportation,,
National Highway Traffic,State Alcohol Estimates,
Safety Administration,,
The following data provide estimates of alcohol,Great caution should be exercised in comparing the,Great caution should be exercised in comparing the
involvement in fatal crashes for the United States,levels of alcohol involvement among states.,
"and individually for the 50 states, the District of",Differences in alcohol involvement can be due to any,Differences in alcohol involvement can be due to any
"Columbia, and Puerto Rico (not included in the",number of factors not necessarily directly related to a,number of factors not necessarily directly related to a
national totals). These estimates are based on data,state's alcohol traffic safety program. Factors,
from NHTSA's Fatal Accident Reporting System,affecting alcohol involvement in fatal crashes,
"(FARS). Unfortunately, known BAC test results are",include:,
not available for all drivers and nonoccupants, Population demographics and the economic, Population demographics and the economic
involved in fatal crashes. Missing data can result for,environment (older drivers and female drivers,environment (older drivers and female drivers
"a number of reasons, the most frequent of which is","exhibit lower levels of alcohol involvement,","exhibit lower levels of alcohol involvement,"
that persons are not always tested for alcohol.,drivers of older vehicles exhibit higher levels of,drivers of older vehicles exhibit higher levels of
,"alcohol involvement, pedestrian fatalities as a","alcohol involvement, pedestrian fatalities as a"
"To address the missing data issue, NHTSA has",group exhibit high levels of alcohol involvement);,group exhibit high levels of alcohol involvement);
developed and employs a statistical model to,,
estimate the likelihood that a fatal crash-involved, Degree of urbanization (alcohol involvement in, Degree of urbanization (alcohol involvement in
"driver or nonoccupant was sober (BAC of zero), had",single- and multi-vehicle crashes tends to be,single- and multi-vehicle crashes tends to be
"some alcohol (BAC of 0.01-0.09), or was intoxicated","greater in urban fatal crashes, while alcohol","greater in urban fatal crashes, while alcohol"
(BAC of 0.10 or greater) at the time of the crash. The,involvement in nonoccupant fatal crashes is higher,involvement in nonoccupant fatal crashes is higher
statistical model is based on important characteristics,in rural areas);,
"of the crash including accident factors (e.g., time of", Types of vehicles (motorcycle drivers exhibit high, Types of vehicles (motorcycle drivers exhibit high
"day, day of week, type of crash, location), vehicle",levels of alcohol involvement followed by drivers,levels of alcohol involvement followed by drivers
"factors (e.g., vehicle type and role in the crash), and",of light trucks/vans; drivers of medium and heavy,of light trucks/vans; drivers of medium and heavy
"person factors (e.g., age, sex, restraint use, previous",trucks exhibit the lowest levels of alcohol,
"driving violations), and whether or not the state had a",involvement).,
21-year-old minimum drinking age law.,,
,One of the major differences among states is in the,One of the major differences among states is in the
The statistical model was developed using all,degree of testing for driver and nonoccupant BACs.,degree of testing for driver and nonoccupant BACs.
"available known data in the aggregate (that is, at the",These differences in testing affect the accuracy and,These differences in testing affect the accuracy and
national level) and applied to each individual driver,"reliability of the estimates presented, and for 1995","reliability of the estimates presented, and for 1995"
and nonoccupant with an unknown BAC test result.,range from a low of just over 12 percent known,range from a low of just over 12 percent known
The estimates presented include a mix of both known,BACs to a high of just over 82 percent known BACs.,BACs to a high of just over 82 percent known BACs.
and estimated BACs.,States with higher rates of known BACs yield,
,estimates of fatal crash alcohol involvement with,estimates of fatal crash alcohol involvement with
,greater accuracy and precision.,
For more information:,,
"Information on state alcohol estimates is available from the National Center for Statistics and Analysis,","Information on state alcohol estimates is available from the National Center for Statistics and Analysis,","Information on state alcohol estimates is available from the National Center for Statistics and Analysis,"
"NRD-31, 400 Seventh Street, S.W., Washington, D.C. 20590. Telephone inquiries should be addressed to Ms.","NRD-31, 400 Seventh Street, S.W., Washington, D.C. 20590. Telephone inquiries should be addressed to Ms.","NRD-31, 400 Seventh Street, S.W., Washington, D.C. 20590. Telephone inquiries should be addressed to Ms."
Louann Hall at (202) 366-4198. FAX messages should be sent to (202) 366-7078. General information on,Louann Hall at (202) 366-4198. FAX messages should be sent to (202) 366-7078. General information on,Louann Hall at (202) 366-4198. FAX messages should be sent to (202) 366-7078. General information on
highway traffic safety can be accessed by Internet users at http://www.nhtsa.dot.gov/ people/ncsa. To report,highway traffic safety can be accessed by Internet users at http://www.nhtsa.dot.gov/ people/ncsa. To report,highway traffic safety can be accessed by Internet users at http://www.nhtsa.dot.gov/ people/ncsa. To report
"a safety-related problem or to inquire about motor vehicle safety information, contact the Auto Safety Hotline","a safety-related problem or to inquire about motor vehicle safety information, contact the Auto Safety Hotline","a safety-related problem or to inquire about motor vehicle safety information, contact the Auto Safety Hotline"
at 1-800-424-9393.,,
"National Center for Statistics & Analysis ? Research & Development ? 400 Seventh Street, S.W. ? Washington, D.C.","National Center for Statistics & Analysis ? Research & Development ? 400 Seventh Street, S.W. ? Washington, D.C.",20590
,Estimates of Alcohol-Involved Fatalities,Estimates of Alcohol-Involved Fatalities
The following tables estimate alcohol involvement for the nation and on a state-,The following tables estimate alcohol involvement for the nation and on a state-,The following tables estimate alcohol involvement for the nation and on a state-
by-state basis for 1995 and 1982 using NHTSA's discriminant function model as,by-state basis for 1995 and 1982 using NHTSA's discriminant function model as,by-state basis for 1995 and 1982 using NHTSA's discriminant function model as
applied to the FARS data.,This model estimates BACs of drivers and,This model estimates BACs of drivers and
nonoccupants when their BAC is not available.,nonoccupants when their BAC is not available.,The estimates presented
represent the combination of known and estimated BACs.,represent the combination of known and estimated BACs.,
A driver or nonoccupant involved is considered alcohol-related if he/she is,A driver or nonoccupant involved is considered alcohol-related if he/she is,A driver or nonoccupant involved is considered alcohol-related if he/she is
involved in the fatal crash and exhibits a BAC of 0.01 or greater (the last column,involved in the fatal crash and exhibits a BAC of 0.01 or greater (the last column,involved in the fatal crash and exhibits a BAC of 0.01 or greater (the last column
on the right in the tables).,A fatality is considered alcohol-related if any driver,A fatality is considered alcohol-related if any driver
or nonoccupant involved in the crash had a positive BAC.,or nonoccupant involved in the crash had a positive BAC.,Estimates are
presented for four categories:,presented for four categories:,
(1),"BAC of 0.00 (no alcohol),",
(2),"BAC of 0.01-0.09 (low alcohol),",
(3),"BAC of 0.10 or greater (high alcohol), and",
(4),"BAC of 0.01 or greater (any alcohol, the sum of (2) and (3)).","BAC of 0.01 or greater (any alcohol, the sum of (2) and (3))."
"Nationwide in 1995, alcohol was involved in 41.3 percent of the traffic fatalities","Nationwide in 1995, alcohol was involved in 41.3 percent of the traffic fatalities","Nationwide in 1995, alcohol was involved in 41.3 percent of the traffic fatalities"
"(8.9 percent low alcohol and 32.5 percent high alcohol), translating to 17,274","(8.9 percent low alcohol and 32.5 percent high alcohol), translating to 17,274","(8.9 percent low alcohol and 32.5 percent high alcohol), translating to 17,274"
alcohol-related fatalities.,,
FATALITIES BY THE HIGHEST BLOOD ALCOHOL CONCENTRATION (BAC) IN THE CRASH,FATALITIES BY THE HIGHEST BLOOD ALCOHOL CONCENTRATION (BAC) IN THE CRASH,FATALITIES BY THE HIGHEST BLOOD ALCOHOL CONCENTRATION (BAC) IN THE CRASH,FATALITIES BY THE HIGHEST BLOOD ALCOHOL CONCENTRATION (BAC) IN THE CRASH,FATALITIES BY THE HIGHEST BLOOD ALCOHOL CONCENTRATION (BAC) IN THE CRASH,FATALITIES BY THE HIGHEST BLOOD ALCOHOL CONCENTRATION (BAC) IN THE CRASH,FATALITIES BY THE HIGHEST BLOOD ALCOHOL CONCENTRATION (BAC) IN THE CRASH,FATALITIES BY THE HIGHEST BLOOD ALCOHOL CONCENTRATION (BAC) IN THE CRASH,FATALITIES BY THE HIGHEST BLOOD ALCOHOL CONCENTRATION (BAC) IN THE CRASH,FATALITIES BY THE HIGHEST BLOOD ALCOHOL CONCENTRATION (BAC) IN THE CRASH
,,,,1982,,,,,
,,No Alcohol,,Low Alcohol,,High Alcohol,,Any Alcohol,
,,BAC .00,,BAC .01-.09,,BAC .10+,,BAC .01+,
STATE,TOTAL,#,%,#,%,#,%,#,%
ALABAMA,839,372,44.3,89,10.6,379,45.2,467,55.7
ALASKA,105,48,45.3,3,3.1,54,51.7,57,54.7
ARIZONA,724,317,43.7,73,10.1,334,46.2,407,56.3
ARKANSAS,550,214,38.9,66,11.9,270,49.1,336,61.1
CALIFORNIA,"4,615","1,894",41.1,498,10.8,"2,223",48.2,"2,721",58.9
COLORADO,668,252,37.7,75,11.2,342,51.1,416,62.3
CONNECTICUT,515,163,31.7,66,12.7,286,55.6,352,68.3
DELAWARE,122,42,34.1,11,8.8,70,57.1,80,65.9
DIST OF COLUMBIA,35,14,40.2,6,16.8,15,42.9,21,59.8
FLORIDA,"2,653","1,418",53.4,252,9.5,983,37.1,"1,235",46.6
GEORGIA,"1,229",509,41.4,145,11.8,575,46.8,720,58.6
HAWAII,163,63,38.6,18,11.2,82,50.2,100,61.4
IDAHO,256,143,56.0,26,10.0,87,34.0,113,44.0
ILLINOIS,"1,651",683,41.4,202,12.2,766,46.4,968,58.6
INDIANA,961,495,51.5,91,9.4,375,39.1,466,48.5
IOWA,480,255,53.0,47,9.8,179,37.2,225,47.0
KANSAS,498,274,55.0,41,8.3,183,36.8,224,45.0
KENTUCKY,822,379,46.1,99,12.1,344,41.8,443,53.9
LOUISIANA,"1,091",496,45.4,139,12.7,457,41.8,595,54.6
MAINE,166,84,50.4,18,11.1,64,38.5,82,49.6
MARYLAND,640,292,45.6,61,9.5,288,44.9,348,54.4
MASSACHUSETTS,659,266,40.4,79,11.9,314,47.6,393,59.6
MICHIGAN,"1,392",562,40.4,136,9.8,693,49.8,830,59.6
MINNESOTA,571,260,45.5,47,8.2,265,46.3,311,54.5
MISSISSIPPI,730,319,43.7,79,10.8,332,45.5,411,56.3
MISSOURI,890,444,49.9,96,10.8,350,39.3,446,50.1
MONTANA,254,87,34.2,32,12.5,135,53.3,167,65.8
NEBRASKA,261,136,52.0,24,9.2,101,38.8,125,48.0
NEVADA,280,93,33.3,34,12.3,152,54.5,187,66.7
NEW HAMPSHIRE,173,72,41.6,20,11.8,81,46.6,101,58.4
NEW JERSEY,"1,061",467,44.0,145,13.7,449,42.3,594,56.0
NEW MEXICO,577,210,36.4,67,11.6,300,52.0,367,63.6
NEW YORK,"2,162","1,143",52.9,241,11.1,777,36.0,"1,019",47.1
NORTH CAROLINA,"1,303",520,39.9,137,10.5,646,49.6,783,60.1
NORTH DAKOTA,148,53,35.9,15,10.0,80,54.1,95,64.1
OHIO,"1,607",699,43.5,159,9.9,749,46.6,908,56.5
OKLAHOMA,"1,054",463,43.9,121,11.4,471,44.7,591,56.1
OREGON,518,193,37.2,55,10.7,270,52.1,325,62.8
PENNSYLVANIA,"1,819",756,41.5,219,12.0,845,46.4,"1,063",58.5
RHODE ISLAND,105,36,33.9,20,19.3,49,46.9,69,66.1
SOUTH CAROLINA,730,300,41.0,69,9.4,361,49.5,430,59.0
SOUTH DAKOTA,148,59,39.9,11,7.3,78,52.9,89,60.1
TENNESSEE,"1,055",397,37.6,112,10.6,546,51.8,658,62.4
TEXAS,"4,213","1,325",31.5,553,13.1,"2,335",55.4,"2,888",68.5
UTAH,295,182,61.7,18,6.1,95,32.1,113,38.3
VERMONT,107,38,35.7,20,19.0,48,45.3,69,64.3
VIRGINIA,881,416,47.2,87,9.9,378,42.9,465,52.8
WASHINGTON,748,273,36.5,73,9.7,402,53.7,475,63.5
WEST VIRGINIA,450,221,49.2,33,7.2,196,43.6,229,50.8
WISCONSIN,770,295,38.4,67,8.7,408,52.9,475,61.6
WYOMING,201,90,44.7,17,8.3,95,47.1,111,55.3
TOTAL USA,"43,945","18,780",42.7,"4,809",10.9,"20,356",46.3,"25,165",57.3
PUERTO RICO,480,245,51.1,40,8.3,195,40.5,235,48.9
FATALITIES BY THE HIGHEST BLOOD ALCOHOL CONCENTRATION (BAC) IN THE CRASH,FATALITIES BY THE HIGHEST BLOOD ALCOHOL CONCENTRATION (BAC) IN THE CRASH,FATALITIES BY THE HIGHEST BLOOD ALCOHOL CONCENTRATION (BAC) IN THE CRASH,FATALITIES BY THE HIGHEST BLOOD ALCOHOL CONCENTRATION (BAC) IN THE CRASH,FATALITIES BY THE HIGHEST BLOOD ALCOHOL CONCENTRATION (BAC) IN THE CRASH,FATALITIES BY THE HIGHEST BLOOD ALCOHOL CONCENTRATION (BAC) IN THE CRASH,FATALITIES BY THE HIGHEST BLOOD ALCOHOL CONCENTRATION (BAC) IN THE CRASH,FATALITIES BY THE HIGHEST BLOOD ALCOHOL CONCENTRATION (BAC) IN THE CRASH,FATALITIES BY THE HIGHEST BLOOD ALCOHOL CONCENTRATION (BAC) IN THE CRASH,FATALITIES BY THE HIGHEST BLOOD ALCOHOL CONCENTRATION (BAC) IN THE CRASH
,,,,1995,,,,,
,,No Alcohol,,Low Alcohol,,High Alcohol,,Any Alcohol,
,,BAC .00,,BAC .01-.09,,BAC .10+,,BAC .01+,
STATE,TOTAL,#,%,#,%,#,%,#,%
ALABAMA,"1,113",651,58.4,81,7.3,381,34.3,462,41.6
ALASKA,87,40,45.5,11,12.1,37,42.4,47,54.5
ARIZONA,"1,031",584,56.6,100,9.7,347,33.7,447,43.4
ARKANSAS,631,414,65.7,69,10.9,148,23.4,217,34.3
CALIFORNIA,"4,192","2,472",59.0,412,9.8,"1,308",31.2,"1,720",41.0
COLORADO,645,351,54.4,68,10.5,226,35.1,294,45.6
CONNECTICUT,317,162,51.2,25,7.9,130,40.9,155,48.8
DELAWARE,121,71,58.5,13,10.4,38,31.0,50,41.5
DIST OF COLUMBIA,58,26,45.3,6,10.9,25,43.8,32,54.7
FLORIDA,"2,805","1,695",60.4,237,8.5,873,31.1,"1,110",39.6
GEORGIA,"1,488",966,64.9,122,8.2,400,26.9,522,35.1
HAWAII,130,66,50.7,23,17.8,41,31.5,64,49.3
IDAHO,262,173,66.0,19,7.4,69,26.5,89,34.0
ILLINOIS,"1,586",905,57.1,130,8.2,551,34.7,681,42.9
INDIANA,960,629,65.6,67,7.0,263,27.4,331,34.4
IOWA,527,308,58.4,61,11.5,159,30.1,219,41.6
KANSAS,442,263,59.6,27,6.0,152,34.4,179,40.4
KENTUCKY,849,562,66.2,60,7.0,227,26.7,287,33.8
LOUISIANA,883,413,46.8,117,13.2,353,39.9,470,53.2
MAINE,187,135,72.3,8,4.1,44,23.6,52,27.7
MARYLAND,671,437,65.2,57,8.5,176,26.3,234,34.8
MASSACHUSETTS,444,241,54.3,55,12.3,148,33.4,203,45.7
MICHIGAN,"1,530",914,59.7,133,8.7,483,31.6,616,40.3
MINNESOTA,597,332,55.7,50,8.4,215,36.0,265,44.3
MISSISSIPPI,868,507,58.4,55,6.4,306,35.2,361,41.6
MISSOURI,"1,109",537,48.4,122,11.0,450,40.6,572,51.6
MONTANA,215,124,57.5,12,5.7,79,36.8,91,42.5
NEBRASKA,254,161,63.3,29,11.5,64,25.2,93,36.7
NEVADA,313,159,50.6,27,8.7,127,40.7,154,49.4
NEW HAMPSHIRE,118,72,60.9,16,13.8,30,25.4,46,39.1
NEW JERSEY,773,457,59.1,73,9.4,243,31.5,316,40.9
