Title,,,,,,,,,,,
2011 SAIPE Program Estimates *,,,,,,,,,,,
"Poverty Rate, All Ages",,,,,,,,,,,
Counties in Metropolitan Statistical Areas,,,,,,,,,,,
Content,,,,,,,,,,,
,30 Lowest SAIPE County Estimates,,,,,,30 Highest SAIPE County Estimates,,,,
,From the 1100 Counties in Metropolitan Statistical Areas,,,,,,From the 1100 Counties in Metropolitan Statistical Areas,,,,
,County Name                      ,Population ,"Poverty Rate, All Ages",90% C.I. Lower Bound,90% C.I. Upper Bound,,County Name                      ,Population ,"Poverty Rate, All Ages",90% C.I. Lower Bound,90% C.I. Upper Bound
," Falls Church city, VA                            ","12,751",2.9,2.2,3.6,," Clarke County, GA                                ","117,344",39.2,36.7,41.7
," Loudoun County, VA                               ","325,405",4.0,3.3,4.7,," Hidalgo County, TX                               ","797,810",37.3,35.1,39.5
," Douglas County, CO                               ","292,167",4.3,3.6,5.0,," Terrell County, GA                               ","9,319",36.3,30.5,42.1
," Hunterdon County, NJ                             ","128,038",4.3,3.4,5.2,," Greene County, AL                                ","8,921",35.1,28.1,42.1
," Delaware County, OH                              ","178,341",4.5,3.5,5.5,," Cameron County, TX                               ","414,123",33.7,31.5,35.9
," Hamilton County, IN                              ","282,810",4.6,3.7,5.5,," Webb County, TX                                  ","256,496",32.1,28.8,35.4
," Lincoln County, SD                               ","46,793",4.9,3.9,5.9,," Alexander County, IL                             ","8,036",31.3,25.1,37.5
," Morris County, NJ                                ","494,976",5.0,4.1,5.9,," Burke County, GA                                 ","23,504",31.0,25.6,36.4
," Kendall County, IL                               ","116,631",5.1,4.1,6.1,," Dougherty County, GA                             ","94,788",31.0,27.6,34.4
," Somerset County, NJ                              ","324,893",5.2,4.2,6.2,," Bronx County, NY                                 ","1,392,002",30.3,29.1,31.5
," Monroe County, IL                                ","33,306",5.2,4.1,6.3,," Tunica County, MS                                ","10,628",30.0,23.5,36.5
," Poquoson city, VA                                ","12,000",5.2,3.9,6.5,," Brooks County, GA                                ","15,889",29.8,25.3,34.3
," Ozaukee County, WI                               ","86,568",5.3,4.1,6.5,," Clay County, WV                                  ","9,357",29.2,23.6,34.8
," Carver County, MN                                ","92,638",5.4,4.4,6.4,," Dona Ana County, NM                              ","213,598",29.2,26.8,31.6
," York County, VA                                  ","66,134",5.4,4.2,6.6,," Brazos County, TX                                ","197,632",29.0,27.0,31.0
," Carroll County, MD                               ","167,288",5.5,4.3,6.7,," Orleans Parish, LA                               ","360,740",28.7,26.9,30.5
," Waukesha County, WI                              ","390,730",5.5,4.7,6.3,," Hale County, AL                                  ","15,421",28.5,23.5,33.5
," Hendricks County, IN                             ","147,979",5.6,4.4,6.8,," Baker County, GA                                 ","3,085",28.4,22.7,34.1
," Burlington County, NJ                            ","449,576",5.7,4.7,6.7,," Heard County, GA                                 ","11,744",28.0,24.1,31.9
," Scott County, MN                                 ","132,556",5.8,4.8,6.8,," Forrest County, MS                               ","75,842",27.9,24.6,31.2
," Sussex County, NJ                                ","148,517",5.8,4.7,6.9,," Philadelphia County, PA                          ","1,536,471",27.9,26.8,29.0
," Washington County, MN                            ","241,280",5.9,5.0,6.8,," Crosby County, TX                                ","6,092",27.8,22.6,33.0
," Morgan County, UT                                ","9,685",5.9,4.6,7.2,," St. Louis city, MO                               ","318,069",27.2,24.8,29.6
," Putnam County, NY                                ","99,933",5.9,4.8,7.0,," Lincoln County, WV                               ","21,550",27.1,22.4,31.8
," Howard County, MD                                ","293,142",6.0,4.9,7.1,," Lowndes County, AL                               ","11,147",27.1,21.5,32.7
," St. Charles County, MO                           ","365,151",6.0,4.9,7.1,," Lowndes County, GA                               ","111,885",27.1,24.1,30.1
," Rockwall County, TX                              ","81,290",6.0,4.6,7.4,," Torrance County, NM                              ","16,345",27.0,21.6,32.4
," Hanover County, VA                               ","100,342",6.1,4.9,7.3,," Harrisonburg city, VA                            ","49,973",27.0,23.2,30.8
," Calvert County, MD                               ","89,256",6.1,4.6,7.6,," Merced County, CA                                ","259,898",26.8,24.6,29.0
," Williamson County, TN                            ","188,560",6.2,5.1,7.3,," Radford city, VA                                 ","16,414",26.8,21.0,32.6
Footnotes,,,,,,,,,,,
* Apparent differences between estimates may not be statistically significant.  Please see the READ ME page for more information.,,,,,,,,,,,
"Source:  Small Area Income and Poverty Estimates (SAIPE) program, U.S. Census Bureau",,,,,,,,,,,
http://www.census.gov/did/www/saipe/index.html,,,,,,,,,,,
